id,context,question,answer0,answer1,answer2,answer3,label
3TFJJUELSJ3C1W02UVKKOUR1H6E2CC##3D8YOU6S9HZZSBYXTQNPXXQ8XLG6U2##AS5X6GRDJKWG3##Blog_1011097##q2_a2##3NSCTNUR211G7EMRS0QRG64Q2SXA5T,"I bought tickets to the dark knight a week in advance for me and a couple friends . I purchased student tickets because I still have a student ID in my wallet . My pal DanE ( pronounced Danny ) does not have a student identification card . Rather than pay the extra dollar , I made him a fake student ID .",What may happen after they forge the ID ?,None of the above choices .,They will have to pay the extra dollar .,They will buy drinks at the movie .,They will watch the movie together .,3
3GV1I4SEO9NESCE2ACDMPSASY7N6L4##3N2BF7Y2VRSHH3EYWAB7BGAVL15HMH##A2JY56TZCEPK3J##Blog_470483##q1_a1##32CAVSKPCG31Y5Z6XI56DH32WVL1U8,Again I arrived at 8:20 in the morning . Lesley was in a meeting so I decided to get a cup of coffee from the staffroom . In the staffroom I had a little chat to a teacher about what I was doing here and What I wanted to do in the future and basic things like that . From the advice I was getting I was really impressed by her .,What may happen after arriving to school at 8:20 in the morning ?,The staff member told me to come back tomorrow to talk to leslie .,I got fired for being late to school again .,I struct a conversation while waiting for leslie .,None of the above choices .,2
34YWR3PJ288EEV9CM60TRLVOSHA0XQ##3S06PH7KSS239YN7HS9J037UWF61D8##A2JY56TZCEPK3J##Blog_1184690##q1_a1##3P458N04Q3V04UBXLRG727CBIJ9X26,"So I got separated from afire 's people and they ended up in this tiny little taxi in the car lane . It was like an Asian clown car , oh man . So I got in and we drove outside the con building and met up with a bunch of GL cosplayers a Kamina , Simon , Nia , and Yoko ) . Outside it was like Baltimore , and suddenly all the cosplayers were on the roof of a huge skyscraper , and they joined hands and jumped off . They landed on their feet holy crap .",What may happen after getting into the tiny taxi ?,None of the above choices .,It would feel very tiny with not much space .,We all take the cosplayers home for a party .,The cosplayers walked down the stairs of the skyscraper .,1
3VGET1QSZ0XD7646X0PG4HR4RM07WG##3OS46CRSLGXKA1OQEJLU1L4I3XG6VZ##A3PPLDHC3CG0YN##Blog_1455549##q1_a1##3O4VWC1GEYKOUS2R8NFBU89ODX53J6,"On this Sunday past , my friends and I were discussing our social calenders as they relate to each other . It was a dizzying conversation to say the least . There are football games , birthday parties , couple only weekends away , christmas tree lightings inthe Bavarian village of Leavenworth , all the way to Valentines Day .",What may have happened after everyone discussed their schedule ?,They may have decided they had grown apart and ended their friendship .,They may have scheduled more plans to spend more time with each other .,They may have decided this was too exhausting and everyone went home .,None of the above choices .,1
3HJ1EVZS2OHQYRMXWUCK4177UE93RW##3NGI5ARFTU3CYVQXM10E0XOJA6IP1Z##A2JY56TZCEPK3J##Blog_1217287##q1_a1##3BKZLF9901D6WI3SSYSAH3HN0XMQYS,"The spider was like 2 inches big , its web was all over the front of my porch . My brother tossed a small piece of wood at the web , and the spider freaking CHARGED at it . I wanted to take pictures but by the time I found a camera he disappeared , along with the huge moth he was eating .",wHAT HAPPENED AFTER A PIECE OF WOOD WAS THROWN AT THE WEB ?,The spider got killed .,None of the above choices .,The spider jumped at me .,The spider was scared away .,1
351S7I5UG9UG47WU68NQBOJMPAINJ8##3137ONMDKH355JRAV656D8TLY7JEGP##A1VR49TB3Q4BV8##Blog_1275545##q1_a1##3HY86PZXP0WK992K7IQ19ZHZA7GE1T,"I love LOVE this little print and will be hanging my very own copy here in my little studio very soon . AND I managed to get most of my website back up and running yesterday so you can check it out again by clicking the portfolio link over there to your right . AND thanks to the lovely suggestions and my own research I finally decided on this little guy for my new digital camera : I got a super - great deal on Ebay and it arrived on Thursday , so portable and tiny and cute and very make able to take excellent pictures . It 's now tucked safely away in it 's cute hedgehog pouch in my purse for easy inspiration pictures .",What would I do if I do n't have this little print ?,I would be glad .,I would n't care .,I would laugh .,I would be upset .,3
3UQ1LLR26A6FFEQ50PUY5XCEUN2ALH##3XM0HYN6NLXBIWK9YPVT7H7DY7JPEY##A3PPLDHC3CG0YN##Blog_842492##q1_a1##3DGDV62G7QNVVL96Z06Q8UQ8GIB2PU,"To say the least , the docks were in dire need of repair , and the beautiful replacement is very impressive . Wow , we thought , all the cruisers are going to love coming in here ! And , gee - all this for us !",What may have happened before the docks were replaced ?,There was a need to impress the mayor .,There were complaints about how the docks looked .,There was a need to attract more tourists .,There were new people elected to the town office .,1
3MIVREZQVJCBCDEBOJRJ8V2C2L0KQK##3Y5140Z9D0V2TQL2E5XKKUTEYU6IPX##A3PPLDHC3CG0YN##Blog_1244022##q1_a1##385MDVINFETLLQ4FI7QDZ5KMCCVJWZ,"My heart was pounding , I was completely out of breath , my head was buzzing . It took nearly half of the walk around the circle for me to calm down . Granted , this is the first time we encountered an off - leash dog on our walk . But I ' m sure it will probably happen again , and what if the other dog bounds right the hell onto Blake and he spazzes ?",What may be the reason they have never run into a stray dog before ?,They live in a bad neighborhood .,They usually bring treats just in case and being prepared has been enough to keep them away .,They wear a perfume that repels dogs .,They recently got a new dog .,3
3DTJ4WT8BDD2AGOLVVNT9VD3U9IEZ5##3JJVG1YBECV9IJQ64JKP83WB429B5M##A1F0NR3E2VWUIO##Blog_165911##q1_a1##34YWR3PJ2AOT8K8J64CTJJJWLIOX0F,I was visiting a friend today at his home . During our conversation he began to share with me the trouble he was having with his knee . Apparently there was fluid leaking from the joint area into the back of the knee creating pain and making it difficult to walk any distance . Sitting across the room from him I simply asked for the Kingdom of Heaven to come and heal his knee .,What might have happened after I visited my friend ?,I went home and prayed for his knee to heal .,I went home before I learned there was was fluid leaking from his knee joints .,I went home and found that there was fluid leaking from my knee joints .,I went home but it was difficult because of my knee pain .,0
3UOMW19E6FK40TJPCEMIM1UDYCOC5V##3PH3VY7DJOCE8P7DQVZ1CJ40FT9WZ7##A3VVR8NR3ED04C##Blog_1340392##q1_a1##3ZTE0JGGCG6Q83P7HTIHV7U4IWBCOZ,"I was staying at hybryd 's place . It was early afternoon and we were idly logged into various lazy entertainments , when someone in a chat room said , "" A plane just flew into the World Trade Center ! "" I did n't know what a World Trade Center was , but I went downstairs and switched on the TV and watched the news coverage .",What will the narrator do after hearing about the news event ?,They will celebrate .,They will be glued to the TV .,They will be proud .,None of the above choices .,1
3UOMW19E6FK40TJPCEMIM1UDYCOC5V##3PH3VY7DJOCE8P7DQVZ1CJ40FT9WZ7##A3VVR8NR3ED04C##Blog_1340392##q1_a2##3RZS0FBRWMO8T318WTVWK7ZUS17CPG,"I was staying at hybryd 's place . It was early afternoon and we were idly logged into various lazy entertainments , when someone in a chat room said , "" A plane just flew into the World Trade Center ! "" I did n't know what a World Trade Center was , but I went downstairs and switched on the TV and watched the news coverage .",What will the narrator do after hearing about the news event ?,They will celebrate .,None of the above choices .,They will be proud .,They will call family members .,3
3PZDSVZ3J7V5VECGNZCMXKIBZLQ4NN##3JZQSN0I3TPC6MQDAE1CNO2UD06GFP##A3218IMDX9KLPJ##Blog_230101##q1_a1##3T2HW4QDUXLN1GL1F4ZZYHZFN7K9CX,"The Doctor looked back when they made it , and saw that the ski lodge was gone . That was n't all , however : the mountain was now disappearing at about the same rate . "" Where 's Jack ? "" asked Martha , worry in her eyes . "" He 'll be here , "" said the Doctor .","What may happen after Marha asks , “ Where ’s Jack ” ?",None of the above choices .,Jack shows up at their current location .,The mountains begin to dissapear .,Jack leaves them stranded .,1
3PZDSVZ3J7V5VECGNZCMXKIBZLQ4NN##3JZQSN0I3TPC6MQDAE1CNO2UD06GFP##A3218IMDX9KLPJ##Blog_230101##q1_a2##3INZSNUD824X68RFF0UAINHX87W9DX,"The Doctor looked back when they made it , and saw that the ski lodge was gone . That was n't all , however : the mountain was now disappearing at about the same rate . "" Where 's Jack ? "" asked Martha , worry in her eyes . "" He 'll be here , "" said the Doctor .","What may happen after Marha asks , “ Where ’s Jack ” ?",Jack leaves them stranded .,None of the above choices .,Jack arrives where they are at .,The mountains begin to dissapear .,2
302OLP89DZ5MCAWZNC1Z2EMR0QGACH##31UV0MXWNRAJ5R4CATC6UQ0O0IE5IR##A2JY56TZCEPK3J##Blog_713173##q1_a1##3O0M2G5VC8GK6C8MMPTHFJNRVW749N,After his comment I looked around and realized he was right . What more could I have asked for . So I grabbed my camera and this is what I captured . By the way I did not capture the pic of myself that was Jared !,What may happen after the comment is made ?,I looked where it was at .,The camera malfunctioned .,I forgot to add film to my camera .,The photos came out blurry,0
3LN50BUKPV9M2IW7P8CVVS19S59PLA##34BBWHLWHB9DIAJW6UZFKQD1EEAWIJ##A13H5EYMWJ9GU8##Blog_1587266##q1_a1##3ABAOCJ4R82R8CF7PXSZVA68YJJQMT,") And one day , I 'll be able to say "" We were married for 50 years , just like the Newmans . "" From all appearances , the Newmans love was every bit as electric and as genuine as it looked on - screen . They were married in a hasty Las Vegas ceremony straight after wrapping "" The Long Hot Summer "" in 1958 .",What profession do the Newmans do before people talk about them,They were dancers,They were politicians,They were singer,None of the above choices .,3
3G9UA71JVVSR1M47Q161FRXWPHM7JY##3AQF3RZ559GVE420E4GQJZ1WE0DF6Y##A37IJGXG1VEBEK##Blog_91086##q1_a1##3G57RS03HJJR2BRNFLXCAOLRPCD522,"... buy a new camera , get it fixed at a nearby camera shop , or send it to the actual company ? its a $ 300 Casio exilim camera . It got dropped , but still displays my pictures from the memory card . It just does nt take pictures and says camera stabilizer is not available .",What may be be the condition of the camera after it was dropped ? .,The camera works but is missing key features .,The camera .works perfectly .,The camera is completely broken .,The camera was shattered into a thousand pieces .,0
3D3B8GE892PR1GVY0B95QJAET6FP9R##30X31N5D64O55BJPA1X163MXYUYAS8##A3L2XKXABNO0N5##Blog_1477741##q1_a1##3N7PQ0KLI73GJCGZUM4KXSWW8JBE3M,"First , I discovered lots of places I want to go back to after I get a job ! I went out with some friends , and we went to a wonderfully cheap Chinese restaurant , and everything looked delicious . Then we went to a Goodwill store , which I ' ve never really been in , and we were looking at wonderfully cheap CDs and books ( there is a theme here .",What may be the reason I want to go to these places after I get a job ?,Because I will have food .,None of the above choices .,Because I will have time .,Because I will have CD 's .,1
3566S7OX5FXZ0UNAKACV3PPIOIT177##38BQUHLA9ZF649ZSKKIXNNV54U1MOY##A2KAGFQU28JY43##Blog_602037##q1_a1##3I7KR83SNCR5KEXP7HGXM0CNSLBK9D,"I spoke with another guide and he caught 4 king salmon with 4 fisherman this morning . June 2nd , We fished a late night trip with three guests . The river is still very low and fishing conditions remain challenging .",What may happen if the water level does not rise .,It will make it less challenging to catch fish .,None of the above choices .,The population of fish will become scarce .,The fishing guide 's will have a better chance of catching fish than fisherman .,2
3566S7OX5FXZ0UNAKACV3PPIOIT177##38BQUHLA9ZF649ZSKKIXNNV54U1MOY##A2KAGFQU28JY43##Blog_602037##q1_a2##3M67TQBQQJ2Z81O3VQ38SM9RN9HA9O,"I spoke with another guide and he caught 4 king salmon with 4 fisherman this morning . June 2nd , We fished a late night trip with three guests . The river is still very low and fishing conditions remain challenging .",What may happen if the water level does not rise .,It will make it less challenging to catch fish .,Many fisherman will no longer go fishing there .,The fishing guide 's will have a better chance of catching fish than fisherman .,None of the above choices .,1
3WYZV0QBFJBFYICMKMXIB2R7JQQBXG##3ZSANO2JCG50120XLHJTK4XOYDVSFW##AS5X6GRDJKWG3##Blog_1571583##q2_a1##3NOEP8XAU6GWW1C3NPRJYKK4TVTXPP,"Finally , after a bit of deliberation and general freaking out , Laura decided that she probably had enough to get me back to the Starbucks so we could both drive home . If she ran out of gas on the road , she would pull over and I 'd drive her home . Thankfully it did n't come to that .",What will happen after Laura drops them off ?,None of the above choices .,Laura will try to make it home .,Laura will ask them for gas money .,Laura will ask them for a ride .,1
3AXFSPQOYQW4GFJD8K4D3JADMAHFJV##352YTHGROWB1DDPSQ6BBPMTVVLB4HI##A171S8E9IFSHH2##Blog_212014##q2_a1##3OWZNK3RYLNTT1IVWOTKQ2PZV0LU2Q,"What in the world is going on?And why have n't I posted ? Am I not done with my residency ? Am I not home now , with cable internet access for 24 hour posting capabilities ? I am home in WV now .",What happened before ?,None of the above choices .,I was in WV all along,I was at my residency,I did n't finish my residency,2
3VIVIU06FKAEREROCPNQM8FM6W4IMT##3WI0P0II62QR23MOFMOY6UP7UIQDRA##A13H5EYMWJ9GU8##Blog_212014##q1_a1##341YLJU21IXOKANV27467Z1O15Z2IR,"It is very strange to have NOTHING to do . For the past 10 years I have been either working full - time while going to school part - time in the evenings , OR I have been going to medical school full - time OR I have been working my butt off in my residency . All that is done - the goal has been reached .",What may have happened before I have nothing to do,I was in a sickbed,I have someone to do my stuffs for me,None of the above choices .,I has completed all my goals,3
3VIVIU06FKAEREROCPNQM8FM6W4IMT##3WI0P0II62QR23MOFMOY6UP7UIQDRA##A13H5EYMWJ9GU8##Blog_212014##q2_a1##36FFXPMST9M2VM1GJNKIE03C2XGHOJ,"It is very strange to have NOTHING to do . For the past 10 years I have been either working full - time while going to school part - time in the evenings , OR I have been going to medical school full - time OR I have been working my butt off in my residency . All that is done - the goal has been reached .",What may have happened after I have nothing to do,I might get a baby,I may set a new goal,None of the above choices .,I might buy a carr,1
3EAWOID6MTVMA64HMRZB30Y3BV00VY##3KOPY89HM90CMN1EES9DRUH4UB73JL##A3VVR8NR3ED04C##Blog_212014##q1_a1##3X55NP42EOE5ME6IJ28VZ67STZGP3R,But that will all end soon as I start work July 24th . Then the poop will really hit the fan as I will be stressed out beyond belief . But I have been in the doldrums . Unsure if I even want to continue blogging .,What will happen to the narrator 's blog after they start their job ?,The narrator will probably continue writing the blog .,None of the above choices .,The narrator will probably focus on the blog rather than the new job .,The narrator will likely throw the towel in on the blog .,3
3EAWOID6MTVMA64HMRZB30Y3BV00VY##3KOPY89HM90CMN1EES9DRUH4UB73JL##A3VVR8NR3ED04C##Blog_212014##q1_a2##3R0WOCG21M7GWBGBTDD1MLG3STXUDQ,But that will all end soon as I start work July 24th . Then the poop will really hit the fan as I will be stressed out beyond belief . But I have been in the doldrums . Unsure if I even want to continue blogging .,What will happen to the narrator 's blog after they start their job ?,The narrator will probably focus on the blog rather than the new job .,The narrator will probably cease writing the blog .,The narrator will probably continue writing the blog .,None of the above choices .,1
307FVKVSYRD1Y4LMNUJX9P8D7MV74A##3HMVI3QICKQ679IYDOWXDOHVCBNY12##A37IJGXG1VEBEK##Blog_43533##q1_a1##3MQKOF1EE428I44N8B42W7P86ZNDWF,"We had : 3x Dessert Sampler ( $ 4.75x3=$14.25 ) , 1x Yummy Mango ( $ 5.75 ) , 1x Sandwich ( ~$3 ) , 1x Fries ( ~$3 ) and yeah . Good stuff ! ! = ) And I will leave you with the thought of the moment before I shower - brush - wash&sleep : I wish I had Kyle 's bed . It makes my bed feel like a sack of crap .. and the crap is dried , making it super firm and hard .. ( that 's what she said !",What may I buy after I posted this ?,A new knife,A new dress,A new car,None of the above choices .,3
30F94FBDNRI8H132FCWLMZ615EHBTF##37UEWGM5HU6XA86CZT435SOY69AR1Y##A3VVR8NR3ED04C##Blog_662066##q1_a1##3JMQI2OLFZ331LW2WC1F8QO9KX5DNI,What a crazy weekend ! Last night some powerful thunderstorms moved through right before church and knocked the power out in half the building . ( I do n't know how it went out in half the building .,What will happen to the church after the crazy weather storms ?,The church will be repaired .,The church will be left as is .,None of the above choices .,The church will be torn down .,0
3R6RZGK0XFAJ7102UZAKVSSNO31VY7##3RRCEFRB7NARM0M6QE1F3BQX3AH4BK##A2JY56TZCEPK3J##Blog_1522058##q1_a1##36BTXXLZ2XMQAC48G6T364NL18XR4X,"guys is this common ? or are we doing something wrong ! ? it has started to feel good to me so surely he ca nt be doing it wrong ! we are both inexperienced what with us only just losing our virginity 's , so any suggests would be very helpful !",What may happen after losing virginity ?,I will feel unwanted,I will feel uncomfortable .,I will feel used .,I will be experienced .,3
36AZSFEYZ4YNUT7RK7W0NHUM38BVBC##3F6HPJW4JEY97P5UHRENXA6KVWH2WG##A1F0NR3E2VWUIO##Blog_758249##q1_a1##38XPGNCKHVEI3JLPPQYD71COMMU4V3,"We enjoyed the atmosphere there very much , and were excited to head back to have a bit more time there . We stayed right in the heart of the city , which was good and bad . It was great being right in the mix , since it was the last day of the 10 day Gent festival they hold every year . This festival is the largest festival in Europe that is held within a city center .",What may have happened if we had not stayed in the heart of the city ?,"If we had not stayed in the heart of the city , we would be excited to head back to have a bit more time there","If we had not stayed in the heart of the city , the Gent festival might not have been as enjoyable .",None of the above choices .,"If we had not stayed in the heart of the city , the Gent festival might have been more enjoyable .",1
3NSCTNUR2ZL1DPNK82ERO8GH8QVA58##3WMINLGALC1PYUUTDF71RYIFD9WACZ##A37IJGXG1VEBEK##Blog_724000##q1_a1##36JW4WBR08YNJYNU4IDSJ4I63ORHFV,"So today was my last day at Job # 1 . They gave me flowers . They gave me a really nice Cross pen & pencil set . They gave me some cool accoutrements for my desk at my new job , and an umbrella with tons of literary quotes on it .",What may happen after she left her job ?,I moved to another state .,None of the above choices .,I went to a new one .,I went home and tried to find a new job .,2
3H5TOKO3DBXXOT6OOIQ5V9WQ64H64H##3H8DHMCCWCQKAO809ZR1XGR2CV8DK1##A32W24TWSWXW##Blog_418733##q1_a1##3TC2K6WK9IGAPTAPDJ4FM8VJSUM822,"So when I laid there the other night and heard her say one sentence to me , I knew then and there that I could never look at her the same way again . Every time I did the rest of that night , and the following day , I saw her saying those words . I heard those words coming out of her mouth and instantly felt just as I had the night she said them .",What might I do after this event ?,I will try to reason with her and if that does n't work I just shut up .,None of the above choices .,I will talk to her and tell her how I feel about what was said .,I will talk to other people and find out what they think it means .,2
30F94FBDNRI8H132FCWLMZ616I9BTG##3TK8OJTYM2JSK76VTFK37LVZY3NPV7##AE861G0AY5RGT##Blog_704580##q1_a1##3XU9MCX6VQQG7YPLCSAFDPQNH0ZR2B,"Dad is more like my BFF . He 's my buddy . Takes care of me and loves me just as much as Mom , but in a different way . We can talk on the phone forever , about the stupidest shit , and we just make each other crack up .",What would the narrator 's BFF do if he were catch them stealing at a store ?,None of the above choices .,He would call him stupid and leave him in the store alone .,He would make the narrator put the items back and lecture them on stealing .,"He would let him , and crack up as a security guard hauled him away .",2
344M16OZKKTNNG99C5OZ66U2D17NEI##36U2A8VAG4EN8Z3R5VEFA113SKLYK1##AGTKQI9PCODC5##Blog_1348762##q2_a1##306996CF6YYM26Q0XROB8RBE7DJ1B2,"I hate being soggy ... And , for the first time in a year - and - a - half , our sump pump had water in it this morning ! No kidding ... it 's been dry as a bone ever since we moved in . No longer .",What would have happened if my sump pump was broken ?,I would not have enough water for my shower .,My garden would be soggy .,I would have water in my house .,None of the above choices .,2
302OLP89DZ5MCAWZNC1Z2EMR0B2AC9##3OWEPKL08AAQ6WTMV24VXIA1BLL7N0##AEZO3PW77VG3K##Blog_2631##q1_a1##3LXX8KJXPYNOA5I4598QTHTWCG79OO,"My phone 's screen broke , so i was waiting to get my replacement and my mom got a new phone so i used her old phone while i was waiting for my replacement . When i went on a walk with my dog with my mom 's old phone it did n't fit in my front pocket so i had to put it in my back and when my dog pulled me i fell back and landed on my mom 's phone . Which made a big crack inside the screen and ink spilled .",What happened after I went for a walk with my dog ?,I broke my mom 's phone .,My mom bought a new phone .,None of the above choices .,I bought a phone for my mom .,0
373L46LKP74FW1BR9VVAJW2IVAQJK2##31EUONYN2W1AZ7UUEF7OILQ9OVTVOS##A3UQ88DE7J0HKL##Blog_941334##q1_a1##3PKJ68EHDPA3O09QN84DY2AYW2NJHT,"A friend of mine , Josh , told me of an incredible experience he had this past weekend while shopping for a new pair of shoes . Normally when purchasing anything routine at a retail outlet , Josh likes to keep his customer service expectations low , and therefore he claims to be seldom let down . Perhaps I am being a bit cynical , but over the past few years it seems that stories of exceptional customer service have been few and far between . However this story I was told reassured me that customer service is not dead ... For some time Josh had been considering the purchase of new pair of sports shoes to use at the gym .",What probably happened after Josh wanted to buy new shoes ?,He went to a store to purchase them,He received poor customer service,None of the above choices .,He bought them on line,0
373L46LKP74FW1BR9VVAJW2IVAQJK2##31EUONYN2W1AZ7UUEF7OILQ9OVTVOS##A3UQ88DE7J0HKL##Blog_941334##q1_a2##3DGDV62G7QNVVL96Z06Q8UQ8GIBP2H,"A friend of mine , Josh , told me of an incredible experience he had this past weekend while shopping for a new pair of shoes . Normally when purchasing anything routine at a retail outlet , Josh likes to keep his customer service expectations low , and therefore he claims to be seldom let down . Perhaps I am being a bit cynical , but over the past few years it seems that stories of exceptional customer service have been few and far between . However this story I was told reassured me that customer service is not dead ... For some time Josh had been considering the purchase of new pair of sports shoes to use at the gym .",What probably happened after Josh wanted to buy new shoes ?,He received excellent customer service,He received poor customer service,None of the above choices .,He bought them on line,0
33BFF6QPI19V6N3JVOMQR0FOLUA3WM##3ON104KXQLUJA3KHL5XBQP3IATM4WK##A1EWWETFXX1U51##Blog_1431571##q2_a1##36D1BWBEHNZAGTDMNM2YZS85IHB2M5,"Then he texts me again asking if I 'd eaten . Yes , I have . "" Well we have n't "" is the text I get back . I say ok back and the next text I get is "" Ok , so let us eat "" .",What will they do after the exchange ?,They will answer the phone .,They will go to a concert .,None of the above choices .,They will go eat .,3
32PT7WK7DMDWXH3SETH0ZCQ3EE4D3N##38BQUHLA9XYR9K0L0N6XVP7WTMOMO9##A3542PB4Z0NE80##Blog_1431571##q1_a2##3INZSNUD80OICJS8V2IAQPTPF9TD9Q,"I ' m not even sure if I want to go over now , but this kind of nonsense has been happening more and more . I understand 100 % that he has a wife and a kid , but then ... why make plans to call someone who 's sitting there waiting for you in an hour , and not even call me back to say whatever ? I mean , was I wrong to send a text asking basically ' what s going on ? '",What happened after I sent a text ?,I waited for a reply but did not get one,I received a text back and was happy,None of the above choices .,I was able to contact him and told him my problems,0
32PT7WK7DMDWXH3SETH0ZCQ3EE4D3N##38BQUHLA9XYR9K0L0N6XVP7WTMOMO9##A3542PB4Z0NE80##Blog_1431571##q1_a1##3WUVMVA7OB1ZK379FQL7DCNC99LAZ1,"I ' m not even sure if I want to go over now , but this kind of nonsense has been happening more and more . I understand 100 % that he has a wife and a kid , but then ... why make plans to call someone who 's sitting there waiting for you in an hour , and not even call me back to say whatever ? I mean , was I wrong to send a text asking basically ' what s going on ? '",What happened after I sent a text ?,I was able to contact him and told him my problems,I received a text back and was happy,He ignored me and did not give a reply back,None of the above choices .,2
3T5ZXGO9DG2618DXOKUTVAQP56FZQA##33SA9F9TR09GXUGHU8LOR93IUDEEWG##A3PPLDHC3CG0YN##Blog_1194233##q1_a1##3BS6ERDL95LAOPPHHTRYYDQVI386DX,"I distressed and sponged the edges of a mat of Not Quite Navy for the Mellow Moss panel . I stamped Flannel BG in Not Quite Navy on Not Quite Navy cardstock , then distressed and sponged the edges . I distressed and sponged the edges of a mat of Mellow Moss for the Not Quite Navy panel . Mounted these panels onto Chocolate Chip cardstock that I stamped with Flannel BG in Chocolate Chip ink and sponged the edges .",What may happen after they are done crafting ?,None of the above choices .,They cut the card into pieces .,They let the ink dry .,They put it in a drawer .,2
3T5ZXGO9DG2618DXOKUTVAQP56FZQA##33SA9F9TR09GXUGHU8LOR93IUDEEWG##A3PPLDHC3CG0YN##Blog_1194233##q1_a2##3RHLQY6EDVIW92L3Y5YJ1F6HMC24DA,"I distressed and sponged the edges of a mat of Not Quite Navy for the Mellow Moss panel . I stamped Flannel BG in Not Quite Navy on Not Quite Navy cardstock , then distressed and sponged the edges . I distressed and sponged the edges of a mat of Mellow Moss for the Not Quite Navy panel . Mounted these panels onto Chocolate Chip cardstock that I stamped with Flannel BG in Chocolate Chip ink and sponged the edges .",What may happen after they are done crafting ?,They put it in a drawer .,They cut the card into pieces .,They send out the card .,None of the above choices .,2
3Z56AA6EK4YYYUWNAOE1P5PHYEOM61##3SKEMFQBZ43TY4D28U4LJQPSUON8KE##A2JY56TZCEPK3J##Blog_1316903##q1_a1##30EV7DWJTX9DM0K8DPECBY0W0U26YZ,"Also , I cut up two large potatoes and cook them on the stovetop until they are soft , and I hard boil about 4 eggs . Finally , I proceed to make pie dough . I use three cups of flour and about three tablespoons of Crisco . The trick to making good pie dough is to work the Crisco through the flour and then keep taking handfuls and rub your hands together letting the flour rub through until the once soft flour has become like smal coarse crumbs .",wHAT MAY HAPPEN AFTER COOKING THE POTATOES AND EGGS ?,i WILL THEN WAIT UNTIL TOMORROW TO MAKE THE PIE DOUGH .,i WILL THEN LET THEM COOL DOWN .,I WILL NEED TO BUY MORE FLOUR FOR THE PIE DOUGH .,I WILL NEED TO BUY SOME cRISCO SHORTENING FOR THE PIE DOUGH .,1
3PGQRAZX02I3F9JY045FK58GP16SY2##3Y9N9SS8LZ9ZJ11M4WN2OWMRS4L3DB##A2JY56TZCEPK3J##Blog_513916##q1_a1##37OPIVELUWHSN76MT2R0537F68EAHB,"It was steeped in tradition and incense and song and prayer followed by a bright windy reception in the church 's garden . Congrats , Mark & JC ! Then , in the middle of the week , on a sunny morning , we dropped Lucy off at preschool and went to San Francisco City Hall for Annika & Will 's morning wedding under the rotunda ( yes , even in the middle of gay / lesbian weddings , straight people can still get married ! ) .",What may happen after arriving to city hall ?,I had a court date .,I was filing divorce papers .,I attended a friend 's wedding .,None of the above choices .,2
3X55NP42EOE5ME6IJ28VZ67STG53PS##3C2NJ6JBKBFJKVWGPQN01RTT0TNN20##A2JY56TZCEPK3J##Blog_1014604##q1_a1##3AC6MFV69MWTOFEU5U7ZMWYOFTLHZJ,"There was a bazaar at NIE and the usual game store aunty came to set up her stall again She sells a variety of board games ( i.e. twister , scrabble , monopoly , intelligent games etc ) at a low price . There was this item that caught our eyes . Our mean REENA , CAILING & I.",What may happen after the aunty 's stall is set up ?,No one will buy any of her games .,The games will be too expensive .,She will go home early .,She will sell many types of games .,3
3X55NP42EOE5ME6IJ28VZ67STG53PS##3C2NJ6JBKBFJKVWGPQN01RTT0TNN20##A2JY56TZCEPK3J##Blog_1014604##q1_a2##3FHTJGYT8PELAFHDYFRFAYK9QU1PG7,"There was a bazaar at NIE and the usual game store aunty came to set up her stall again She sells a variety of board games ( i.e. twister , scrabble , monopoly , intelligent games etc ) at a low price . There was this item that caught our eyes . Our mean REENA , CAILING & I.",What may happen after the aunty 's stall is set up ?,People will look what she has to offer .,She will go home early .,The games will be too expensive .,No one will buy any of her games .,0
3XABXM4AJ13CNND3VWIGQS5DEWK8QD##3ZSY5X72NY9I60DD5V2EHO162PMRO0##A37IJGXG1VEBEK##Blog_619547##q1_a1##3UL5XDRDNEX2OQTCV26DKFYUBC4584,"Taken in near Maesot ; Thailand , in the Karen villages at the border . The Karen tribe has been caught in the longest civil war of all time . Till now , thousands live under persecution and oppression . One never knows when the Burmese army would come to kill and destroy .",What may happen after the war is over ?,There will be sadness for the lives lost but happy it 's over .,There will be another war .,None of the above choices .,They will move back home .,0
3VMHWJRYHVE5BZO2POJEUSISX8WFXJ##3OWEPKL08AAQ6WTMV24VXIA17M97NM##A3VVR8NR3ED04C##Blog_1567727##q2_a1##3J9UN9O9J3QDJB4N52LS0CN9HM30JG,"The Poireirs came down the hill to check it out , so we all just walked around looking for a body , not finding anyone , adn checking to see if the power poll was compromised enough to fall and kill us all . Cops showed up and told us if we did n't not witness anything to go home . So we went home . This morning , Church ! Yeah !",What may happen if The Poireirs find the body they are looking for ?,The Poireirs will make a report to authorities .,None of the above choices .,The Poireirs will look to not tell anyone .,The Poireirs will look to handle the situation themselves .,0
